Time (seconds)	TX_1 (S_21 (dB))	TX_2 (S_21 (dB))	TX_3 (S_21 (dB))	TX_4 (S_21 (dB))	TX_5 (S_21 (dB))	TX_6 (S_21 (dB))	TX_7 (S_21 (dB))	TX_8 (S_21 (dB))	
0.2833	-14.5442-0.0190i	-29.0646-0.0617i	-11.9676+0.0162i	-5.3258+0.3046i	-25.4507-0.0596i	-34.7299-0.0628i	-13.3088+1.7391i	-32.2750-0.0625i
0.2854	-14.5296-0.0189i	-29.0458-0.0617i	-11.9652+0.0163i	-5.3493+0.3024i	-25.4365-0.0596i	-34.6755-0.0628i	-13.3081+1.7391i	-32.2352-0.0625i
0.2875	-14.5381-0.0189i	-29.0304-0.0617i	-11.9834+0.0160i	-5.3163+0.3054i	-25.3532-0.0596i	-34.7101-0.0628i	-13.3348+1.7394i	-32.1771-0.0625i
0.2896	-14.5192-0.0188i	-28.9945-0.0617i	-11.9593+0.0164i	-5.2406+0.3125i	-25.3358-0.0595i	-34.6630-0.0628i	-13.3606+1.7398i	-32.2349-0.0625i
0.2917	-14.5210-0.0188i	-28.9878-0.0617i	-12.0222+0.0153i	-5.2410+0.3124i	-25.3236-0.0595i	-34.7189-0.0628i	-13.2831+1.7387i	-32.2267-0.0625i
0.2938	-14.5185-0.0187i	-28.9653-0.0617i	-12.0041+0.0156i	-5.1886+0.3174i	-25.2899-0.0595i	-34.6732-0.0628i	-13.3061+1.7390i	-32.2282-0.0625i
0.2958	-14.4962-0.0185i	-28.9344-0.0616i	-12.0094+0.0155i	-5.1684+0.3193i	-25.2595-0.0595i	-34.6765-0.0628i	-13.2682+1.7385i	-32.2685-0.0625i
0.2979	-14.5014-0.0186i	-28.9095-0.0616i	-12.0219+0.0153i	-5.1502+0.3211i	-25.2322-0.0595i	-34.6611-0.0628i	-13.2267+1.7380i	-32.2678-0.0625i
0.3000	-14.4730-0.0183i	-28.8996-0.0616i	-12.0902+0.0141i	-5.1049+0.3255i	-25.1583-0.0594i	-34.7057-0.0628i	-13.2588+1.7384i	-32.2329-0.0625i
0.3021	-14.4755-0.0183i	-28.8620-0.0616i	-12.0848+0.0142i	-5.0783+0.3281i	-25.1524-0.0594i	-34.6690-0.0628i	-13.2193+1.7379i	-32.2079-0.0625i
0.3042	-14.4504-0.0181i	-28.8082-0.0616i	-12.0866+0.0141i	-5.0585+0.3301i	-25.1332-0.0594i	-34.6991-0.0628i	-13.1841+1.7374i	-32.2583-0.0625i
0.3063	-14.4553-0.0181i	-28.7982-0.0616i	-12.1027+0.0138i	-5.0279+0.3332i	-25.1139-0.0594i	-34.6744-0.0628i	-13.1449+1.7368i	-32.2613-0.0625i
0.3083	-14.4334-0.0179i	-28.8030-0.0616i	-12.0907+0.0141i	-5.0003+0.3360i	-25.0382-0.0593i	-34.7491-0.0628i	-13.1332+1.7367i	-32.2636-0.0625i
0.3104	-14.4605-0.0182i	-28.7513-0.0616i	-12.1120+0.0137i	-4.9520+0.3409i	-25.0028-0.0593i	-34.7301-0.0628i	-12.9561+1.7342i	-32.2367-0.0625i
0.3125	-14.4322-0.0179i	-28.7440-0.0616i	-12.0867+0.0141i	-4.9274+0.3435i	-24.9606-0.0592i	-34.6535-0.0628i	-12.9722+1.7344i	-32.2081-0.0625i
0.3146	-14.3666-0.0172i	-28.7340-0.0616i	-12.0862+0.0141i	-4.8927+0.3471i	-24.9650-0.0592i	-34.6370-0.0628i	-13.1944+1.7375i	-32.2550-0.0625i
0.3167	-14.3673-0.0172i	-28.7019-0.0616i	-12.0758+0.0143i	-4.8700+0.3496i	-24.8934-0.0591i	-34.8395-0.0629i	-13.0990+1.7362i	-32.2820-0.0625i
0.3187	-14.3544-0.0171i	-28.6499-0.0615i	-12.0935+0.0140i	-4.8303+0.3538i	-24.8349-0.0591i	-34.8124-0.0629i	-13.0692+1.7358i	-32.2684-0.0625i
0.3208	-14.3168-0.0167i	-28.6302-0.0615i	-12.0825+0.0142i	-4.7939+0.3578i	-24.7857-0.0590i	-34.9431-0.0629i	-13.0601+1.7357i	-32.2569-0.0625i
0.3229	-14.2858-0.0163i	-28.5864-0.0615i	-12.0809+0.0142i	-4.7425+0.3635i	-24.7522-0.0590i	-34.9294-0.0629i	-13.1591+1.7370i	-32.1965-0.0625i
0.3250	-14.2619-0.0161i	-28.5479-0.0615i	-12.0845+0.0142i	-4.7200+0.3660i	-24.7090-0.0590i	-35.0737-0.0629i	-13.1386+1.7367i	-32.1793-0.0625i
0.3271	-14.2642-0.0161i	-28.5390-0.0615i	-12.0834+0.0142i	-4.6970+0.3686i	-24.6778-0.0589i	-35.0910-0.0629i	-13.0617+1.7357i	-32.1714-0.0625i
0.3292	-14.2216-0.0156i	-28.5177-0.0615i	-12.0827+0.0142i	-4.6663+0.3721i	-24.6239-0.0589i	-35.1373-0.0629i	-13.0645+1.7357i	-32.1824-0.0625i
0.3312	-14.2085-0.0155i	-28.5035-0.0615i	-12.0694+0.0144i	-4.5920+0.3808i	-24.6167-0.0589i	-35.1664-0.0629i	-13.0539+1.7356i	-32.1837-0.0625i
0.3333	-14.1778-0.0152i	-28.4978-0.0615i	-12.0845+0.0142i	-4.5672+0.3837i	-24.5385-0.0588i	-35.1988-0.0629i	-13.0242+1.7351i	-32.1564-0.0625i
0.3354	-14.1679-0.0150i	-28.4951-0.0615i	-12.0878+0.0141i	-4.5863+0.3814i	-24.5320-0.0588i	-35.2297-0.0629i	-12.9717+1.7344i	-32.1538-0.0625i
0.3375	-14.1307-0.0146i	-28.4698-0.0615i	-12.0809+0.0142i	-4.5469+0.3861i	-24.4835-0.0587i	-35.2697-0.0629i	-12.9137+1.7336i	-32.1586-0.0625i
0.3396	-14.1316-0.0146i	-28.4525-0.0615i	-12.0627+0.0146i	-4.4744+0.3950i	-24.4698-0.0587i	-35.2931-0.0629i	-12.8281+1.7323i	-32.1331-0.0625i
0.3417	-14.0080-0.0133i	-28.3975-0.0614i	-12.0364+0.0150i	-4.4601+0.3968i	-24.4103-0.0587i	-35.3528-0.0629i	-12.8384+1.7324i	-32.1716-0.0625i
0.3438	-14.0043-0.0132i	-28.3876-0.0614i	-12.0544+0.0147i	-4.4483+0.3982i	-24.3994-0.0587i	-35.4148-0.0629i	-12.8182+1.7321i	-32.1572-0.0625i
0.3458	-14.0276-0.0135i	-28.4204-0.0614i	-12.0701+0.0144i	-4.4057+0.4036i	-24.3458-0.0586i	-35.5044-0.0629i	-12.7526+1.7312i	-32.1016-0.0625i
0.3479	-13.9892-0.0130i	-28.3824-0.0614i	-12.0615+0.0146i	-4.4048+0.4038i	-24.3243-0.0586i	-35.5604-0.0629i	-12.7094+1.7305i	-32.0990-0.0625i
0.3500	-13.9796-0.0129i	-28.3897-0.0614i	-12.0664+0.0145i	-4.3738+0.4077i	-24.2907-0.0585i	-35.6302-0.0629i	-12.6269+1.7292i	-32.0547-0.0625i
0.3521	-13.9562-0.0127i	-28.3438-0.0614i	-12.0770+0.0143i	-4.3545+0.4102i	-24.2673-0.0585i	-35.6863-0.0629i	-12.6073+1.7289i	-32.0641-0.0625i
0.3542	-13.9419-0.0125i	-28.3402-0.0614i	-12.0696+0.0144i	-4.3330+0.4131i	-24.2262-0.0585i	-35.7390-0.0629i	-12.5673+1.7283i	-32.0342-0.0625i
0.3563	-13.9392-0.0125i	-28.3467-0.0614i	-12.0681+0.0145i	-4.3045+0.4168i	-24.2090-0.0584i	-35.7972-0.0629i	-12.4526+1.7265i	-32.0181-0.0625i
0.3583	-13.8978-0.0120i	-28.3200-0.0614i	-12.0638+0.0145i	-4.2860+0.4193i	-24.1865-0.0584i	-35.8561-0.0629i	-12.4486+1.7264i	-31.9746-0.0625i
0.3604	-13.8914-0.0119i	-28.3060-0.0614i	-12.0618+0.0146i	-4.2545+0.4236i	-24.1490-0.0584i	-35.9135-0.0629i	-12.3607+1.7250i	-31.9487-0.0625i
0.3625	-13.8697-0.0117i	-28.2782-0.0614i	-12.0588+0.0146i	-4.2400+0.4256i	-24.1307-0.0584i	-35.9638-0.0630i	-12.2814+1.7236i	-31.9509-0.0625i
0.3646	-13.8590-0.0115i	-28.2966-0.0614i	-12.0722+0.0144i	-4.2365+0.4260i	-24.1202-0.0583i	-36.0054-0.0630i	-12.2185+1.7226i	-31.9171-0.0625i
0.3667	-13.8213-0.0111i	-28.2722-0.0614i	-12.0633+0.0145i	-4.1921+0.4322i	-24.0815-0.0583i	-36.0525-0.0630i	-12.1995+1.7223i	-31.8970-0.0625i
0.3688	-13.7936-0.0108i	-28.2669-0.0614i	-12.0515+0.0147i	-4.1569+0.4372i	-24.0532-0.0583i	-35.6159-0.0629i	-12.2164+1.7225i	-31.8708-0.0624i
0.3708	-13.7796-0.0106i	-28.2650-0.0614i	-12.0553+0.0147i	-4.1489+0.4383i	-24.0448-0.0583i	-35.1919-0.0629i	-12.0753+1.7201i	-31.8690-0.0624i
0.3729	-13.8024-0.0109i	-28.2479-0.0614i	-12.0517+0.0147i	-4.1255+0.4417i	-24.0154-0.0582i	-34.7762-0.0629i	-11.8890+1.7167i	-31.8237-0.0624i
0.3750	-13.7551-0.0103i	-28.2234-0.0614i	-12.0432+0.0149i	-4.1039+0.4448i	-23.9788-0.0582i	-35.1874-0.0629i	-11.7709+1.7146i	-31.8017-0.0624i
0.3771	-13.7649-0.0104i	-28.3330-0.0614i	-12.0382+0.0150i	-4.1713+0.4351i	-24.0542-0.0583i	-34.9529-0.0629i	-11.6794+1.7128i	-31.9345-0.0625i
0.3792	-13.7448-0.0102i	-28.2924-0.0614i	-12.0430+0.0149i	-4.1380+0.4399i	-24.0535-0.0583i	-34.7728-0.0629i	-11.4739+1.7088i	-31.8570-0.0624i
0.3812	-13.7208-0.0099i	-28.3307-0.0614i	-12.0406+0.0149i	-4.1541+0.4376i	-24.0596-0.0583i	-34.5775-0.0628i	-11.4749+1.7088i	-31.9012-0.0625i
0.3833	-13.7232-0.0099i	-28.3242-0.0614i	-12.0338+0.0151i	-4.1539+0.4376i	-24.0639-0.0583i	-34.4852-0.0628i	-11.1374+1.7017i	-31.8762-0.0624i
0.3854	-13.6858-0.0095i	-28.3101-0.0614i	-12.0444+0.0149i	-4.1299+0.4410i	-24.0295-0.0582i	-34.3086-0.0628i	-11.1439+1.7018i	-31.8439-0.0624i
0.3875	-13.7074-0.0097i	-28.3228-0.0614i	-12.0452+0.0149i	-4.1449+0.4389i	-24.0666-0.0583i	-35.0522-0.0629i	-10.8728+1.6958i	-31.8274-0.0624i
0.3896	-13.6629-0.0092i	-28.3002-0.0614i	-12.0384+0.0150i	-4.1054+0.4446i	-24.0295-0.0582i	-34.7895-0.0629i	-10.8245+1.6947i	-31.7830-0.0624i
0.3917	-13.6462-0.0090i	-28.3157-0.0614i	-12.0381+0.0150i	-4.1188+0.4426i	-24.0465-0.0583i	-34.8442-0.0629i	-10.5131+1.6871i	-31.7381-0.0624i
0.3937	-13.6177-0.0086i	-28.2841-0.0614i	-12.0366+0.0150i	-4.0887+0.4471i	-24.0023-0.0582i	-34.6548-0.0628i	-10.5317+1.6876i	-31.7057-0.0624i
0.3958	-13.6225-0.0087i	-28.2920-0.0614i	-12.0447+0.0149i	-4.0999+0.4454i	-24.0082-0.0582i	-34.8415-0.0629i	-10.1322+1.6771i	-31.6879-0.0624i
0.3979	-13.5921-0.0083i	-28.3037-0.0614i	-12.0460+0.0148i	-4.0934+0.4464i	-24.0133-0.0582i	-34.8380-0.0629i	-10.1803+1.6785i	-31.6637-0.0624i
0.4000	-13.5787-0.0081i	-28.2894-0.0614i	-12.0421+0.0149i	-4.0872+0.4473i	-23.9571-0.0582i	-34.9769-0.0629i	-9.8112+1.6680i	-31.6188-0.0624i
0.4021	-13.5449-0.0077i	-28.2774-0.0614i	-12.0325+0.0151i	-4.0622+0.4510i	-23.9426-0.0581i	-34.8574-0.0629i	-9.8196+1.6683i	-31.5929-0.0624i
0.4042	-13.4665-0.0067i	-28.2457-0.0614i	-12.0097+0.0155i	-4.0635+0.4508i	-24.0246-0.0582i	-34.9952-0.0629i	-9.5404+1.6598i	-31.6144-0.0624i
0.4062	-13.4489-0.0065i	-28.2491-0.0614i	-12.0103+0.0155i	-4.0467+0.4533i	-23.9760-0.0582i	-34.9407-0.0629i	-9.4718+1.6577i	-31.5855-0.0624i
0.4083	-13.5099-0.0073i	-28.2613-0.0614i	-12.0435+0.0149i	-4.0513+0.4526i	-23.9334-0.0581i	-35.0319-0.0629i	-8.9282+1.6393i	-31.4943-0.0624i
0.4104	-13.4726-0.0068i	-28.2638-0.0614i	-12.0354+0.0150i	-4.0394+0.4544i	-23.9500-0.0581i	-34.9926-0.0629i	-8.8887+1.6378i	-31.5119-0.0624i
0.4125	-13.5097-0.0073i	-28.2523-0.0614i	-12.0464+0.0148i	-4.0362+0.4549i	-23.9800-0.0582i	-35.0604-0.0629i	-8.4418+1.6207i	-31.3895-0.0624i
0.4146	-13.4998-0.0071i	-28.2805-0.0614i	-12.0336+0.0151i	-4.0175+0.4577i	-23.9828-0.0582i	-35.0399-0.0629i	-8.3439+1.6167i	-31.4128-0.0624i
0.4167	-13.4876-0.0070i	-28.2686-0.0614i	-12.0371+0.0150i	-4.0202+0.4573i	-24.0253-0.0582i	-35.0161-0.0629i	-7.7615+1.5909i	-31.3526-0.0623i
0.4188	-13.4888-0.0070i	-28.2495-0.0614i	-12.0464+0.0148i	-4.0105+0.4588i	-24.0054-0.0582i	-35.0473-0.0629i	-7.5213+1.5792i	-31.3247-0.0623i
0.4208	-13.4540-0.0065i	-28.2738-0.0614i	-12.0436+0.0149i	-4.0094+0.4590i	-23.9892-0.0582i	-35.0097-0.0629i	-7.0721+1.5552i	-31.2642-0.0623i
0.4229	-13.4519-0.0065i	-28.2450-0.0614i	-12.0389+0.0150i	-3.9875+0.4624i	-24.0060-0.0582i	-35.0305-0.0629i	-6.8666+1.5434i	-31.2403-0.0623i
0.4250	-13.4183-0.0061i	-28.2385-0.0614i	-12.0289+0.0151i	-3.9801+0.4635i	-24.0049-0.0582i	-34.9676-0.0629i	-6.2624+1.5046i	-31.1596-0.0623i
0.4271	-13.4253-0.0062i	-28.2513-0.0614i	-12.0358+0.0150i	-3.9746+0.4644i	-23.9931-0.0582i	-35.0258-0.0629i	-5.9342+1.4807i	-31.1444-0.0623i
0.4292	-13.3953-0.0058i	-28.2524-0.0614i	-12.0268+0.0152i	-3.9640+0.4660i	-23.9506-0.0581i	-34.9392-0.0629i	-5.5595+1.4505i	-31.0552-0.0623i
0.4313	-13.4007-0.0058i	-28.2681-0.0614i	-12.0418+0.0149i	-3.9762+0.4641i	-23.9546-0.0582i	-34.9879-0.0629i	-5.1335+1.4117i	-31.0494-0.0623i
0.4333	-13.3476-0.0051i	-28.2577-0.0614i	-12.0276+0.0152i	-3.9480+0.4685i	-23.8354-0.0580i	-34.8639-0.0629i	-4.5892+1.3533i	-30.9292-0.0622i
0.4354	-13.3971-0.0058i	-28.2583-0.0614i	-12.0247+0.0152i	-3.9309+0.4713i	-23.8282-0.0580i	-35.0086-0.0629i	-4.2581+1.3114i	-30.8918-0.0622i
0.4375	-13.3619-0.0053i	-28.2692-0.0614i	-12.0246+0.0152i	-3.9265+0.4720i	-23.8225-0.0580i	-35.3168-0.0629i	-3.8432+1.2488i	-30.8138-0.0622i
0.4396	-13.3261-0.0049i	-28.2860-0.0614i	-12.0322+0.0151i	-3.9337+0.4708i	-23.7733-0.0579i	-35.2271-0.0629i	-3.4323+1.1695i	-30.8392-0.0622i
0.4417	-13.2984-0.0045i	-28.2755-0.0614i	-12.0111+0.0155i	-3.9094+0.4747i	-23.7563-0.0579i	-35.1711-0.0629i	-3.0567+1.0648i	-30.7237-0.0622i
0.4437	-13.3053-0.0046i	-28.2925-0.0614i	-12.0092+0.0155i	-3.8963+0.4768i	-23.7144-0.0579i	-35.3860-0.0629i	-2.7987+0.9063i	-30.6989-0.0622i
0.4458	-13.3054-0.0046i	-28.2711-0.0614i	-11.9461+0.0166i	-3.8393+0.4863i	-23.7359-0.0579i	-35.2296-0.0629i	-2.9569+0.7101i	-30.5820-0.0622i
0.4479	-13.3161-0.0047i	-28.2776-0.0614i	-11.9361+0.0168i	-3.8256+0.4886i	-23.6728-0.0578i	-35.3648-0.0629i	-4.4655+0.3961i	-30.5767-0.0622i
0.4500	-13.3029-0.0046i	-28.3082-0.0614i	-11.8873+0.0177i	-3.7860+0.4954i	-23.7273-0.0579i	-34.6437-0.0628i	-5.2805+0.3087i	-30.4800-0.0621i
0.4521	-13.3270-0.0049i	-28.3063-0.0614i	-11.8679+0.0181i	-3.7827+0.4960i	-23.6961-0.0578i	-34.8662-0.0629i	-7.7595+0.1436i	-30.4765-0.0621i
0.4542	-13.3295-0.0049i	-28.3101-0.0614i	-11.8226+0.0189i	-3.7358+0.5043i	-23.7417-0.0579i	-34.7982-0.0629i	-11.5192+0.0248i	-30.3992-0.0621i
0.4562	-13.3198-0.0048i	-28.2980-0.0614i	-11.8149+0.0191i	-3.7164+0.5078i	-23.6778-0.0578i	-34.7894-0.0629i	-14.8037-0.0216i	-30.3289-0.0621i
0.4583	-13.3011-0.0045i	-28.3093-0.0614i	-11.7707+0.0199i	-3.6823+0.5140i	-23.7231-0.0579i	-34.5996-0.0628i	-23.6624-0.0578i	-30.2643-0.0621i
0.4604	-13.3288-0.0049i	-28.3005-0.0614i	-11.7675+0.0199i	-3.6851+0.5135i	-23.6758-0.0578i	-34.6218-0.0628i	-18.5214-0.0454i	-30.2620-0.0621i
0.4625	-13.2909-0.0044i	-28.3052-0.0614i	-11.7214+0.0208i	-3.6533+0.5195i	-23.7100-0.0579i	-34.5621-0.0628i	-13.0159-0.0006i	-30.1852-0.0621i
0.4646	-13.2832-0.0043i	-28.3375-0.0614i	-11.7171+0.0209i	-3.6543+0.5193i	-23.6819-0.0578i	-34.5502-0.0628i	-15.2148-0.0253i	-30.1688-0.0620i
0.4667	-13.1981-0.0031i	-28.2927-0.0614i	-11.6637+0.0219i	-3.6112+0.5276i	-23.7025-0.0578i	-34.4283-0.0628i	-8.0741+0.1292i	-30.1053-0.0620i
0.4688	-13.1815-0.0029i	-28.3130-0.0614i	-11.6594+0.0220i	-3.6133+0.5272i	-23.6713-0.0578i	-34.4651-0.0628i	-8.4254+0.1144i	-30.0792-0.0620i
0.4708	-13.2764-0.0042i	-28.3476-0.0614i	-11.6663+0.0219i	-3.6072+0.5284i	-23.7254-0.0579i	-34.5102-0.0628i	-5.4257+0.2956i	-29.9939-0.0620i
0.4729	-13.2439-0.0038i	-28.3431-0.0614i	-11.6642+0.0219i	-3.6241+0.5251i	-23.7242-0.0579i	-34.5092-0.0628i	-4.7354+0.3643i	-29.9779-0.0620i
0.4750	-13.2948-0.0044i	-28.3547-0.0614i	-11.6495+0.0222i	-3.6092+0.5280i	-23.7324-0.0579i	-34.4084-0.0628i	-4.9367+0.3425i	-29.9764-0.0620i
0.4771	-13.2896-0.0044i	-28.3567-0.0614i	-11.6688+0.0218i	-3.6307+0.5238i	-23.7107-0.0579i	-34.5147-0.0628i	-3.7646+0.4992i	-29.8973-0.0620i
0.4792	-13.3139-0.0047i	-28.3454-0.0614i	-11.6509+0.0222i	-3.6182+0.5262i	-23.7815-0.0579i	-34.4375-0.0628i	-3.1278+0.6455i	-29.8782-0.0620i
0.4813	-13.3098-0.0046i	-28.3362-0.0614i	-11.6754+0.0217i	-3.6450+0.5210i	-23.7643-0.0579i	-34.5123-0.0628i	-2.8920+0.7438i	-29.8386-0.0620i
0.4833	-13.3397-0.0050i	-28.3539-0.0614i	-11.6756+0.0217i	-3.6482+0.5204i	-23.7765-0.0579i	-34.4355-0.0628i	-2.8458+0.7752i	-29.8602-0.0620i
0.4854	-13.3471-0.0051i	-28.3464-0.0614i	-11.6999+0.0212i	-3.6777+0.5149i	-23.7812-0.0579i	-34.5352-0.0628i	-2.8127+0.9272i	-29.8035-0.0619i
0.4875	-13.3523-0.0052i	-28.3545-0.0614i	-11.6828+0.0216i	-3.6833+0.5138i	-23.8450-0.0580i	-34.4879-0.0628i	-2.8462+0.9596i	-29.8139-0.0619i
0.4896	-13.3397-0.0050i	-28.3603-0.0614i	-11.7156+0.0209i	-3.7110+0.5088i	-23.8138-0.0580i	-34.5842-0.0628i	-2.8114+0.9256i	-29.7660-0.0619i
0.4917	-13.3403-0.0051i	-28.3565-0.0614i	-11.7117+0.0210i	-3.7191+0.5073i	-23.8359-0.0580i	-34.4621-0.0628i	-3.0881+1.0758i	-29.7409-0.0619i
0.4938	-13.3708-0.0055i	-28.3775-0.0614i	-11.7484+0.0203i	-3.7731+0.4977i	-23.8439-0.0580i	-34.6008-0.0628i	-3.2574+1.1267i	-29.7252-0.0619i
0.4958	-13.3791-0.0056i	-28.3589-0.0614i	-11.7454+0.0204i	-3.7902+0.4947i	-23.8860-0.0581i	-34.4995-0.0628i	-3.1034+1.0809i	-29.7500-0.0619i
0.4979	-13.3988-0.0058i	-28.3953-0.0614i	-11.7888+0.0195i	-3.8465+0.4851i	-23.8911-0.0581i	-34.6191-0.0628i	-2.9105+0.7333i	-29.6869-0.0619i
0.5000	-13.4143-0.0060i	-28.3909-0.0614i	-11.8215+0.0189i	-3.8600+0.4828i	-23.9050-0.0581i	-34.5285-0.0628i	-2.7970+0.9029i	-29.7087-0.0619i
0.5021	-13.3817-0.0056i	-28.3936-0.0614i	-11.8496+0.0184i	-3.9124+0.4742i	-23.9052-0.0581i	-34.6570-0.0628i	-2.9207+1.0066i	-29.7424-0.0619i
0.5042	-13.4062-0.0059i	-28.4152-0.0614i	-11.8665+0.0181i	-3.9479+0.4686i	-23.9518-0.0582i	-34.5757-0.0628i	-2.8059+0.9181i	-29.7224-0.0619i
0.5062	-13.4089-0.0060i	-28.4421-0.0615i	-11.9333+0.0169i	-4.0269+0.4563i	-23.9664-0.0582i	-34.6626-0.0628i	-2.7908+0.8481i	-29.6783-0.0619i
0.5083	-13.4270-0.0062i	-28.4251-0.0614i	-11.9485+0.0166i	-4.0651+0.4506i	-23.9799-0.0582i	-34.5534-0.0628i	-2.8673+0.7594i	-29.7435-0.0619i
0.5104	-13.4368-0.0063i	-28.4404-0.0615i	-12.0202+0.0153i	-4.1552+0.4374i	-23.9842-0.0582i	-34.6726-0.0628i	-3.2860+0.6002i	-29.7297-0.0619i
0.5125	-13.4156-0.0060i	-28.4642-0.0615i	-12.0425+0.0149i	-4.1860+0.4330i	-24.0073-0.0582i	-34.5211-0.0628i	-4.0892+0.4470i	-29.7374-0.0619i
0.5146	-13.4405-0.0064i	-28.4467-0.0615i	-12.1106+0.0137i	-4.2898+0.4188i	-24.0335-0.0582i	-34.7392-0.0628i	-4.8671+0.3499i	-29.7433-0.0619i
0.5167	-13.4359-0.0063i	-28.4558-0.0615i	-12.1353+0.0133i	-4.3356+0.4127i	-24.0639-0.0583i	-34.6278-0.0628i	-5.9275+0.2543i	-29.7895-0.0619i
0.5188	-13.4547-0.0065i	-28.4833-0.0615i	-12.2166+0.0119i	-4.4273+0.4009i	-24.0519-0.0583i	-34.7681-0.0629i	-5.7408+0.2689i	-29.7449-0.0619i
0.5208	-13.4636-0.0067i	-28.4792-0.0615i	-12.2125+0.0119i	-4.4422+0.3990i	-24.0970-0.0583i	-34.6809-0.0628i	-8.3805+0.1162i	-29.7707-0.0619i
0.5229	-13.4978-0.0071i	-28.5124-0.0615i	-12.2221+0.0118i	-4.4599+0.3968i	-24.1009-0.0583i	-34.8163-0.0629i	-9.1937+0.0859i	-29.8133-0.0619i
0.5250	-13.4773-0.0068i	-28.5108-0.0615i	-12.1988+0.0122i	-4.4618+0.3966i	-24.1376-0.0584i	-34.7115-0.0628i	-12.6883+0.0042i	-29.7928-0.0619i
0.5271	-13.5092-0.0072i	-28.5424-0.0615i	-12.2428+0.0114i	-4.5311+0.3880i	-24.1383-0.0584i	-34.8698-0.0629i	-24.0135-0.0582i	-29.8372-0.0620i
0.5292	-13.4223-0.0061i	-28.5215-0.0615i	-12.2137+0.0119i	-4.5298+0.3882i	-24.1855-0.0584i	-34.6496-0.0628i	-36.1596-0.0630i	-29.8688-0.0620i
0.5312	-13.4293-0.0062i	-28.5509-0.0615i	-12.2370+0.0115i	-4.5722+0.3831i	-24.1743-0.0584i	-34.8246-0.0629i	-13.9442-0.0125i	-29.8973-0.0620i
0.5333	-13.5130-0.0073i	-28.5783-0.0615i	-12.2871+0.0107i	-4.5893+0.3811i	-24.1999-0.0584i	-34.8085-0.0629i	-16.9199-0.0375i	-29.8270-0.0619i
0.5354	-13.5142-0.0073i	-28.5974-0.0615i	-12.2545+0.0112i	-4.5601+0.3846i	-24.2481-0.0585i	-34.9377-0.0629i	-8.8061+0.0996i	-29.9003-0.0620i
0.5375	-13.5588-0.0079i	-28.6253-0.0615i	-12.2477+0.0114i	-4.5874+0.3813i	-24.2653-0.0585i	-34.7233-0.0628i	-4.0982+0.4457i	-29.9462-0.0620i
0.5396	-13.5948-0.0083i	-28.6590-0.0615i	-12.2641+0.0111i	-4.6123+0.3784i	-24.2661-0.0585i	-34.9107-0.0629i	-4.0543+0.4522i	-29.9317-0.0620i
0.5417	-13.5865-0.0082i	-28.6517-0.0615i	-12.2570+0.0112i	-4.6170+0.3778i	-24.3247-0.0586i	-34.7450-0.0628i	-3.1618+0.6349i	-29.9616-0.0620i
0.5437	-13.6158-0.0086i	-28.6675-0.0615i	-12.2767+0.0109i	-4.6682+0.3719i	-24.3188-0.0586i	-34.9149-0.0629i	-2.7886+0.8615i	-30.0045-0.0620i
0.5458	-13.6261-0.0087i	-28.7115-0.0616i	-12.2879+0.0107i	-4.6566+0.3732i	-24.3441-0.0586i	-34.7403-0.0628i	-2.9875+1.0378i	-30.0120-0.0620i
0.5479	-13.6497-0.0090i	-28.7156-0.0616i	-12.2973+0.0105i	-4.7048+0.3677i	-24.3737-0.0586i	-34.9134-0.0629i	-3.4106+1.1646i	-30.0237-0.0620i
0.5500	-13.6529-0.0090i	-28.7127-0.0616i	-12.2873+0.0107i	-4.7129+0.3668i	-24.4394-0.0587i	-34.7788-0.0629i	-4.0600+1.2831i	-30.0542-0.0620i
0.5521	-13.6545-0.0091i	-28.7148-0.0616i	-12.3337+0.0099i	-4.7644+0.3610i	-24.4084-0.0587i	-34.9632-0.0629i	-4.8501+1.3827i	-30.0762-0.0620i
0.5542	-13.6814-0.0094i	-28.7393-0.0616i	-12.3336+0.0099i	-4.7745+0.3599i	-24.4400-0.0587i	-34.7831-0.0629i	-5.7297+1.4646i	-30.0368-0.0620i
0.5563	-13.7111-0.0098i	-28.7660-0.0616i	-12.2954+0.0105i	-4.7381+0.3640i	-24.4592-0.0587i	-34.9535-0.0629i	-6.3128+1.5080i	-30.1156-0.0620i
0.5583	-13.7086-0.0097i	-28.7489-0.0616i	-12.2859+0.0107i	-4.7469+0.3630i	-24.5305-0.0588i	-34.7843-0.0629i	-7.0328+1.5530i	-30.0777-0.0620i
0.5604	-13.7548-0.0103i	-28.7906-0.0616i	-12.2946+0.0106i	-4.7674+0.3607i	-24.5235-0.0588i	-34.9646-0.0629i	-7.8205+1.5937i	-30.1140-0.0620i
0.5625	-13.7909-0.0107i	-28.8250-0.0616i	-12.3193+0.0101i	-4.7865+0.3586i	-24.5955-0.0589i	-34.7937-0.0629i	-8.4047+1.6192i	-30.1426-0.0620i
0.5646	-13.7433-0.0102i	-28.7938-0.0616i	-12.3269+0.0100i	-4.7966+0.3575i	-24.5892-0.0588i	-34.9478-0.0629i	-9.0736+1.6444i	-30.2091-0.0621i
0.5667	-13.7683-0.0105i	-28.8397-0.0616i	-12.3248+0.0101i	-4.7965+0.3575i	-24.6174-0.0589i	-34.7699-0.0629i	-9.4085+1.6556i	-30.1572-0.0620i
